source_file,sheet,source_column,raw_township,raw_state_region,canonical_township,canonical_state_region,match_type,confidence,row_count,status,notes
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Moenyo ,BAGO WEST,,,Unmatched,90.9,5,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nattlin,BAGO WEST,,,Unmatched,93.3,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Nattalin (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Oakpho,BAGO WEST,,,Unmatched,90.9,78,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Okpho (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Pauk Khoung,BAGO WEST,,,Unmatched,90.0,4,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paukkhaung (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Paundel,BAGO WEST,,,Unmatched,85.7,53,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paungde (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Paung Dalel,BAGO WEST,,,Unmatched,82.4,2,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paungde (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Paungdale,BAGO WEST,,,Unmatched,87.5,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paungde (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Paungdel,BAGO WEST,,,Unmatched,93.3,8,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paungde (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Phayar Paw,BAGO WEST,,,Unmatched,63.2,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Puthee Kone,BAGO WEST,,,Unmatched,62.5,4,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Shwe Taung,BAGO WEST,,,Unmatched,88.9,31,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Shwedaung (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Taryarwaddy,BAGO WEST,,,Unmatched,85.7,2,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Thae Kone,BAGO WEST,,,Unmatched,71.4,43,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,ThaeKone,BAGO WEST,,,Unmatched,71.4,11,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Thonze,BAGO WEST,,,Unmatched,66.7,48,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tikkyi,BAGO WEST,,,Unmatched,28.6,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Nattalin (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tonze,BAGO WEST,,,Unmatched,54.5,2,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Watt Htee Kan,BAGO WEST,,,Unmatched,52.6,2,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Nattalin (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Zeekone,BAGO WEST,,,Unmatched,50.0,37,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Zigon (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,zeekone,BAGO WEST,,,Unmatched,50.0,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Zigon (Bago (West))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Myawady,KAYIN,,,Unmatched,93.3,4,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myawaddy (Kayin)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kan ma,MAGWAY,,,Unmatched,80.0,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kamma (Magway)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kanma,MAGWAY,,,Unmatched,80.0,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kamma (Magway)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Myoe Thit,MAGWAY,,,Unmatched,93.3,9,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myothit (Magway)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nat Mount,MAGWAY,,,Unmatched,66.7,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Natmauk (Magway)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Natmount,MAGWAY,,,Unmatched,66.7,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Natmauk (Magway)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Saik Phyu,MAGWAY,,,Unmatched,87.5,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Seikphyu (Magway)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Taung Twin Gyi,MAGWAY,,,Unmatched,91.7,17,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taungdwingyi (Magway)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Lawe,MANDALAY,,,Unmatched,54.5,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Pyawbwe (Mandalay)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Mandalay,MANDALAY,,,Unmatched,71.4,5,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Madaya (Mandalay)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nahtogyi,MANDALAY,,,Unmatched,93.3,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Natogyi (Mandalay)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nay Pyi Taw,MANDALAY,,,Unmatched,50.0,20,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myittha (Mandalay)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Naypyitaw,MANDALAY,,,Unmatched,50.0,79,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myittha (Mandalay)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tharse,MANDALAY,,,Unmatched,54.5,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thazi (Mandalay)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tharsi,MANDALAY,,,Unmatched,72.7,2,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thazi (Mandalay)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Chanungzon,MON,,,Unmatched,94.7,28,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Chaungzon (Mon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyaikhto,MON,,,Unmatched,93.3,15,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaikto (Mon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Naypyitaw,NAYPYITAW,,,Unmatched,47.1,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Pyinmana (Nay Pyi Taw)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Watt Latt,SAGAING,,,Unmatched,57.1,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Wetlet (Sagaing)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Hispaw,SHAN,,,Unmatched,83.3,5,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hsipaw (Shan (North))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyoukmae,SHAN,,,Unmatched,80.0,2,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaukme (Shan (North))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyoukme,SHAN,,,Unmatched,85.7,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaukme (Shan (North))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nam San,SHAN,,,Unmatched,92.3,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Namhsan (Shan (North))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Yatsauk,SHAN,,,Unmatched,57.1,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaukme (Shan (North))
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Launglone,TANINTHARYI,,,Unmatched,94.1,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Launglon (Tanintharyi)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Thetyat Chaung,TANINTHARYI,,,Unmatched,80.0,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayetchaung (Tanintharyi)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,,YANGON,,,Unmatched,0.0,1,Blank township,blank Township value
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Ba Yint Naing,YANGON,,,Unmatched,58.3,2,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyeemyindaing (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Ba Yint Naung,YANGON,,,Unmatched,66.7,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Botahtaung (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Dagon Seikkan,YANGON,,,Unmatched,77.4,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Dagon Myothit (Seikkan) (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Hlaing Tharyar,YANGON,,,Unmatched,82.8,9,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingtharya (East) (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Hlaingtharya,YANGON,,,Unmatched,85.7,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingtharya (East) (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Htan Ta Pin,YANGON,,,Unmatched,88.9,4,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Htan Tapin,YANGON,,,Unmatched,88.9,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kamayut,YANGON,,,Unmatched,93.3,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kamaryut (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Khayan,YANGON,,,Unmatched,90.9,2,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kayan (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Lanmataw,YANGON,,,Unmatched,87.5,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Lanmadaw (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Mayan Kone,YANGON,,,Unmatched,88.9,4,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Mayangone (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Oakkan,YANGON,,,Unmatched,57.1,10,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyauktan (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Thone Gwa,YANGON,,,Unmatched,93.3,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thongwa (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tikkyi,YANGON,,,Unmatched,92.3,60,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taikkyi (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tontay,YANGON,,,Unmatched,76.9,5,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Twantay (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,ToonTay,YANGON,,,Unmatched,71.4,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Twantay (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Twante,YANGON,,,Unmatched,76.9,2,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Twantay (Yangon)
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Yangon,YANGON,,,Unmatched,80.0,7,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Mayangone (Yangon)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,,,,Unmatched,0.0,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bogale (Ayeyarwady)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,01-HPA,,,,Unmatched,60.0,5,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hpa-An (Kayin)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,01-MWD,,,,Unmatched,46.2,14,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myawaddy (Kayin)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,01-NCH,,,,Unmatched,42.9,21,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Sanchaung (Yangon)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,02-MLY,,,,Unmatched,40.0,75,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West))
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-Hlegu,,,,Unmatched,83.3,86,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlegu (Yangon)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-NL,,,,Unmatched,40.0,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Minhla (Bago (West))
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-THZ,,,,Unmatched,60.0,11,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thazi (Mandalay)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-TYD,,,,Unmatched,40.0,30,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West))
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,605,,,,Unmatched,0.0,1,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bogale (Ayeyarwady)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,GD-MWD,,,,Unmatched,50.0,36,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Gwa (Rakhine)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0, Bago East Division,,,Unmatched,0.0,3,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bago (Bago (East))
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0, Mon State,,,Unmatched,0.0,4,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bilin (Mon)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Ayeyarwaddy Division,,,Unmatched,0.0,7,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bogale (Ayeyarwady)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Ayeyarwady Division ,,,Unmatched,0.0,6,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bogale (Ayeyarwady)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Bago East Division,,,Unmatched,0.0,9,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bago (Bago (East))
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Bago West Division,,,Unmatched,0.0,126,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Gyobingauk (Bago (West))
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Kayin State,,,Unmatched,0.0,8,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingbwe (Kayin)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Magway Division,,,Unmatched,0.0,21,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Aunglan (Magway)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Mandalay Division,,,Unmatched,0.0,2,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Amarapura (Mandalay)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Mon State,,,Unmatched,0.0,101,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bilin (Mon)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Shan State,,,Unmatched,0.0,5,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kengtung (Shan (East))
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Tanintharyi Division,,,Unmatched,0.0,10,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bokpyin (Tanintharyi)
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Yangon Division,,,Unmatched,0.0,21,Needs alias or source correction,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Ahlone (Yangon)
